domain_id,cath_class,architecture,topology,homology,n_residues,pdb_id
2zuoA09,2,30,30,570,63,2zuo
2zutA04,2,60,40,1180,59,2zut
2zuvA02,2,60,40,10,106,2zuv
2zuvA03,3,40,50,880,261,2zuv
2zuxA01,2,60,40,10,88,2zux
2zvsA00,3,30,70,20,81,2zvs
2zvyB00,3,30,1330,60,180,2zvy
2zw5A01,3,40,630,30,174,2zw5
2zw5A02,3,10,180,10,119,2zw5
2zx2A01,2,60,120,740,96,2zx2
2zxdA02,2,60,40,1180,91,2zxd
2zxqA01,2,70,98,10,283,2zxq
2zxqA03,2,60,40,1180,176,2zxq
2zxqA05,2,60,120,260,198,2zxq
2zxrA04,3,40,50,12810,123,2zxr
2zy9A03,1,10,357,20,174,2zy9
2zyrA01,3,40,50,1820,217,2zyr
2zyrA02,2,60,40,2190,94,2zyr
2zyrB03,2,60,40,2200,143,2zyr
2zyzC00,3,40,1350,10,96,2zyz
2zzjA00,2,60,120,200,238,2zzj
3a0fA02,2,130,10,10,425,3a0f
3a1kA01,1,10,20,60,54,3a1k
3a21A02,2,60,40,1180,91,3a21
3a2kA03,3,30,465,60,86,3a2k
3a2pA00,3,90,1300,10,483,3a2p
3a35A02,2,40,30,20,92,3a35
3a4uA00,2,60,120,200,228,3a4u
3a57A00,2,60,270,30,154,3a57
3a5zD02,2,40,50,140,64,3a5z
3a6hB00,3,40,50,10310,256,3a6h
3a8gB02,2,30,30,50,102,3a8g
3a8rA01,1,10,238,10,113,3a8r
3a9lA00,3,40,630,100,207,3a9l
3a9sA01,3,40,50,1070,179,3a9s
3aa0B01,1,20,58,570,88,3aa0
3aafA00,1,10,10,10,109,3aaf
3aalA00,3,20,20,150,298,3aal
3abgB03,2,60,40,420,186,3abg
3abqA01,2,30,170,30,54,3abq
3abqA02,1,10,220,70,87,3abq
3abqB03,3,40,50,11240,182,3abq
3abqD01,1,10,30,40,67,3abq
3abzA03,2,60,120,260,165,3abz
3achA00,2,60,120,260,193,3ach
3aekA03,3,40,50,1980,123,3aek
3af5A02,3,30,300,20,71,3af5
3ahcA01,3,40,50,970,386,3ahc
3ahcA02,3,40,50,970,218,3ahc
3ahcA03,3,40,50,920,182,3ahc
3aieA03,3,20,20,470,417,3aie
3ajaB00,3,40,50,1820,264,3aja
3ajdA01,3,30,70,1170,60,3ajd
3ajyA00,2,60,120,200,133,3ajy
3akjA02,1,10,1070,20,201,3akj
3akoD00,6,20,160,10,76,3ako
3al9A02,3,30,1680,10,54,3al9
3am2A02,2,60,120,1050,117,3am2
3amfA00,2,30,110,10,122,3amf
3amlA02,2,60,40,10,115,3aml
3amrA00,2,120,10,30,352,3amr
3an1B07,3,90,1170,50,123,3an1
3aoeC03,3,40,50,720,151,3aoe
3aosA00,3,15,10,30,221,3aos
3apuB00,2,40,128,20,172,3apu
3aq5A00,1,10,490,10,117,3aq5
3aqbA00,1,20,120,1450,135,3aqb
3aqlA02,1,10,3090,10,248,3aql
3aqpA03,3,30,1360,200,140,3aqp
3ar4A04,3,40,1110,10,244,3ar4
3asmA01,3,30,310,10,89,3asm
3atsA01,3,30,200,20,116,3ats
3au4A02,3,10,20,90,94,3au4
3av0A01,3,60,21,10,250,3av0
3axsA02,3,30,56,70,65,3axs
3ayhA00,1,20,1250,40,134,3ayh
3ayvD00,3,20,20,150,244,3ayv
3b0dB00,1,10,20,10,95,3b0d
3b0dC00,1,10,20,10,75,3b0d
3b0gA02,3,30,413,10,186,3b0g
3b0xA05,3,20,20,140,249,3b0x
3b21A00,3,90,70,140,192,3b21
3b2eH00,1,10,287,660,64,3b2e
3b40A02,1,10,287,650,58,3b40
3b42A00,3,30,450,290,126,3b42
3b59A01,3,10,180,10,121,3b59
3b5kB00,1,20,1250,10,106,3b5k
3b7kC02,3,10,129,10,110,3b7k
3b7nA02,3,40,525,10,228,3b7n
3b82A03,2,40,30,10,137,3b82
3b89A01,1,10,8,10,54,3b89
3b8cA04,3,40,1110,10,148,3b8c
3b8hB00,3,90,175,10,207,3b8h
3b8xA02,3,90,1150,10,124,3b8x
3b9oA00,3,20,20,30,433,3b9o
3bacA01,3,30,470,30,232,3bac
3balA01,2,60,120,10,129,3bal
3bchA01,3,40,50,10490,192,3bch
3bd1A00,1,10,260,40,65,3bd1
3bdlA01,2,40,50,90,166,3bdl
3behA01,1,20,120,540,119,3beh
3besR02,2,60,40,10,111,3bes
3bh1A03,3,40,140,40,146,3bh1
3bh4A03,2,60,40,1180,87,3bh4
3bi1A02,3,50,30,30,226,3bi1
3bjdA01,1,10,1240,20,88,3bjd
3bk3C00,6,20,200,20,67,3bk3
3bk6A01,3,30,479,30,114,3bk6
3bk7A01,3,40,50,300,330,3bk7
3bmbA02,3,10,50,30,92,3bmb
3bmzA00,2,50,20,30,185,3bmz
3bn3B01,2,60,40,10,86,3bn3
3bpqD00,3,30,2310,20,86,3bpq
3bsoA02,6,10,250,3230,57,3bso
3bt4A00,2,10,80,20,85,3bt4
3bt7A02,2,40,50,1070,145,3bt7
3bulA01,1,10,1240,10,87,3bul
3bxwA03,3,10,50,10,55,3bxw
3c0wA02,3,10,28,10,103,3c0w
3c12A02,2,60,40,4070,87,3c12
3c19A01,3,30,70,1380,99,3c19
3c19A02,3,10,20,300,78,3c19
3c1yA01,3,40,1700,10,138,3c1y
3c1yA02,1,20,1260,110,148,3c1y
3c1yA03,1,10,150,20,63,3c1y
3c3wB02,0,0,0,0,0,3c3w
3c4sA00,2,30,30,140,57,3c4s
3c5wA00,1,25,10,10,228,3c5w
3c5xC00,2,60,260,50,81,3c5x
3c6fA01,3,30,240,20,62,3c6f
3c7aA01,3,40,50,720,205,3c7a
3c8eB01,3,40,30,10,126,3c8e
3c8fA00,3,20,20,70,245,3c8f
3c8tA01,1,10,275,10,97,3c8t
3c8yA01,3,10,20,740,124,3c8y
3c8yA02,3,30,70,20,84,3c8y
3c8zA02,1,20,120,640,83,3c8z
3c97A02,0,0,0,0,0,3c97
3cawA02,3,20,20,120,225,3caw
3caxA01,1,20,120,520,217,3cax
3cb4A03,3,30,70,870,82,3cb4
3cb4A05,3,30,70,2570,75,3cb4
3cf0A01,3,40,50,300,185,3cf0
3cf4G01,3,40,50,1220,160,3cf4
3cg3A02,3,40,190,10,167,3cg3
3ch3X00,3,90,70,10,256,3ch3
3chxB00,1,20,1450,10,238,3chx
3chxC00,1,20,1050,50,159,3chx
3cj8B02,3,30,70,250,66,3cj8
3cjhI00,1,10,287,810,54,3cjh
3cjpA00,3,20,20,140,262,3cjp
3ck6C02,1,20,58,340,119,3ck6
3clwA02,3,20,20,80,391,3clw
3cmgA01,2,60,120,260,148,3cmg
3cmqA01,3,30,930,10,307,3cmq
3cnqP00,3,30,70,80,71,3cnq
3cnuA00,3,30,1050,10,110,3cnu
3cp8A04,1,10,150,570,51,3cp8
3cpeA03,3,30,420,240,208,3cpe
3cqxC00,1,20,58,890,81,3cqx
3crvA02,1,10,275,30,108,3crv
3cs1A02,1,10,238,10,83,3cs1
3cskA03,3,30,70,2600,76,3csk
3cslA01,2,170,130,10,128,3csl
3cswA01,3,30,470,10,105,3csw
3csxA00,1,10,287,660,61,3csx
3cuqB02,1,10,10,10,80,3cuq
3cuqC01,1,10,10,570,98,3cuq
3cwvA02,3,30,230,10,151,3cwv
3cwzB03,2,60,60,20,121,3cwz
3cx5A01,3,30,830,10,202,3cx5
3cx5A02,3,30,830,10,223,3cx5
3cx5B01,3,30,830,10,211,3cx5
3cx5B02,3,30,830,10,135,3cx5
3cx5E01,1,20,5,270,55,3cx5
3cxbB00,2,30,29,30,103,3cxb
3cxeC01,2,60,40,10,98,3cxe
3cymA03,1,10,150,80,88,3cym
3czgA01,1,10,1740,10,85,3czg
3d03A02,3,30,750,180,126,3d03
3d19B00,1,20,1260,120,262,3d19
3d2fA02,3,30,30,30,76,3d2f
3d37A02,3,55,50,10,85,3d37
3d3cK00,3,30,70,600,87,3d3c
3d4gE03,2,60,40,3210,101,3d4g
3d5lA01,1,10,10,10,106,3d5l
3d68A01,3,30,70,340,92,3d68
3d8lA00,1,10,8,940,91,3d8l
3d9xA01,6,20,50,100,50,3d9x
3d9yA00,3,30,450,30,126,3d9y
3da5A00,3,90,70,180,121,3da5
3danA00,1,10,630,10,473,3dan
3dbhB02,1,10,10,520,77,3dbh
3dc0A02,2,60,40,1180,78,3dc0
3demA03,2,60,120,290,114,3dem
3dgcS02,2,60,40,10,105,3dgc
3dgpA00,3,30,70,2610,62,3dgp
3dgtA00,2,60,120,200,278,3dgt
3dh3B01,3,10,290,10,60,3dh3
3djnB00,3,90,640,90,118,3djn
3dkxA01,3,40,1310,30,134,3dkx
3dkxA02,1,10,10,1480,68,3dkx
3dmgA01,3,40,50,150,177,3dmg
3dmqA01,2,30,30,140,52,3dmq
3dnjA00,3,30,1390,10,80,3dnj
3do7A02,2,60,40,10,105,3do7
3dohA01,2,60,40,2180,135,3doh
3dp7B01,1,10,10,10,93,3dp7
3drxC01,3,30,710,10,74,3drx
3dshA01,2,60,200,10,202,3dsh
3dsoA00,2,40,10,300,66,3dso
3duzA02,2,40,50,710,54,3duz
3dvhA00,3,30,740,10,85,3dvh
3e0gA01,2,60,40,10,80,3e0g
3e0gA03,2,60,40,10,80,3e0g
3e0jB00,3,90,1030,20,143,3e0j
3e3vA03,1,10,10,10,56,3e3v
3e58A02,1,10,150,240,66,3e58
3e6jA00,3,80,10,10,219,3e6j
3e6uA00,1,50,10,10,409,3e6u
3e7lA00,1,10,10,60,60,3e7l
3e9kA02,3,40,640,10,273,3e9k
3eb7A03,2,100,10,10,197,3eb7
3ec1A01,3,40,50,300,169,3ec1
3ecqA01,2,60,120,870,183,3ecq
3ed3B02,3,40,30,10,145,3ed3
3ed4A02,3,30,1120,10,83,3ed4
3edyA02,3,40,50,200,366,3edy
3ee4A00,1,10,620,20,289,3ee4
3efgA00,1,20,5,300,51,3efg
3ei3B02,2,130,10,10,316,3ei3
3eipA00,3,10,50,20,84,3eip
3ej3C00,3,30,429,10,64,3ej3
3ejaA00,2,70,50,70,208,3eja
3ejjB00,1,20,1250,10,145,3ejj
3en9A03,3,30,200,20,73,3en9
3en9A04,1,10,510,10,118,3en9
3enuA00,2,60,20,10,114,3enu
3eo5A01,2,20,230,10,88,3eo5
3eq1A02,3,40,190,10,104,3eq1
3eq2A02,1,20,5,390,53,3eq2
3eqnA01,2,160,20,10,342,3eqn
3eqnA02,2,160,20,10,362,3eqn
3er0A02,2,40,50,140,73,3er0
3er6A00,3,40,50,880,192,3er6
3erjA00,3,40,1490,10,116,3erj
3ervA00,3,90,70,10,200,3erv
3es6B00,2,60,40,10,118,3es6
3esiA00,3,10,129,10,124,3esi
3et4A00,3,40,50,1000,244,3et4
3ethA01,3,40,50,20,70,3eth
3ethA03,3,30,1490,20,62,3eth
3euhA02,1,20,58,590,193,3euh
3eukL01,1,10,10,2250,74,3euk
3evnA02,3,30,360,10,200,3evn
3evyA00,1,20,58,910,83,3evy
3eyaA02,3,40,50,1220,156,3eya
3eyeA00,3,40,35,10,153,3eye
3eypA01,3,20,20,80,315,3eyp
3eyyA01,1,10,10,10,82,3eyy
3ezjA02,3,30,1370,120,68,3ezj
3ezqA00,1,10,533,10,115,3ezq
3f1vA02,3,10,150,10,124,3f1v
3f2bA08,1,10,150,870,137,3f2b
3f3fD01,2,20,25,500,51,3f3f
3f5fA02,3,40,50,300,286,3f5f
3f5hA00,0,0,0,0,0,3f5h
3f6gA01,3,30,160,740,58,3f6g
3f6kA02,2,10,70,80,57,3f6k
3f6kA03,3,30,60,270,78,3f6k
3f84B02,2,60,40,2040,158,3f84
3f8mA01,1,10,10,10,65,3f8m
3f8tA01,1,10,260,200,84,3f8t
3f8tA02,2,40,50,140,80,3f8t
3fa9A00,2,40,128,20,137,3fa9
3fakA00,3,40,50,1820,297,3fak
3fanA01,2,40,10,10,73,3fan
3fauB00,3,30,1370,110,81,3fau
3favD00,1,10,287,1060,78,3fav
3fbyA02,2,60,120,200,226,3fby
3fcsA03,2,60,40,1510,140,3fcs
3fcsB03,3,40,50,410,244,3fcs
3fd9A03,1,10,287,1060,73,3fd9
3fddA03,3,90,1150,10,115,3fdd
3fewX01,4,10,80,380,52,3few
3feyA02,1,25,40,180,192,3fey
3ffmA00,3,30,1330,30,145,3ffm
3ffvA00,3,40,1580,20,181,3ffv
3ffzA04,2,80,10,50,178,3ffz
3fg6A01,3,40,20,10,99,3fg6
3fg6A02,3,40,20,10,94,3fg6
3fg9C01,3,40,50,620,140,3fg9
3fgrA01,2,10,70,60,52,3fgr
3fhdA01,1,20,120,860,136,3fhd
3fhvA00,3,30,1690,10,150,3fhv
3fhxA00,3,40,1190,20,308,3fhx
3fi9A02,3,90,110,10,178,3fi9
3fidA00,2,40,128,140,296,3fid
3fiqA00,2,40,128,20,154,3fiq
3fjuB00,3,30,40,170,65,3fju
3fk5A01,3,40,47,10,198,3fk5
3fk5A02,3,40,47,10,140,3fk5
3fkeA01,1,10,8,950,71,3fke
3flpA00,2,60,120,200,217,3flp
3fpfA00,3,40,50,150,264,3fpf
3fpnB00,3,30,2060,10,94,3fpn
3fprA00,2,30,130,100,85,3fpr
3fspA03,3,90,79,10,126,3fsp
3fv6A00,3,10,580,10,145,3fv6
3fwmA01,0,0,0,0,0,3fwm
3fx7A00,1,10,287,850,84,3fx7
3fxbA00,3,40,190,170,310,3fxb
3fxdB00,1,20,58,90,58,3fxd
3fxtA00,3,40,630,30,90,3fxt
3g0vA00,1,10,1200,30,76,3g0v
3g2bA00,1,10,10,1150,90,3g2b
3g2eB00,3,40,920,10,185,3g2e
3g4nA01,3,10,40,10,89,3g4n
3g5cA02,4,10,70,10,55,3g5c
3g5oA02,1,10,1220,170,50,3g5o
3g7dA03,2,60,120,10,124,3g7d
3g7lA00,2,40,50,40,55,3g7l
3g7mA00,2,60,110,10,151,3g7m
3g8qA02,3,30,70,1940,80,3g8q
3g8qB03,3,30,2300,10,84,3g8q
3gcfA03,2,20,25,10,55,3gcf
3gdcA02,2,60,40,420,130,3gdc
3gdhA00,3,40,50,150,211,3gdh
3ggmA00,2,30,40,10,75,3ggm
3ghfA00,3,30,70,260,100,3ghf
3ghgB02,3,90,215,10,262,3ghg
3ghmA03,2,60,120,830,142,3ghm
3giaA00,1,20,1740,10,433,3gia
3girA02,3,30,70,1400,86,3gir
3gitB03,3,40,1470,10,145,3git
3gjnA00,1,10,1200,20,82,3gjn
3gk0A00,3,20,20,70,252,3gk0
3gkeA02,3,90,380,10,210,3gke
3gldA01,2,60,40,3050,143,3gld
3gldA02,2,60,40,1140,136,3gld
3glvA00,3,40,50,620,122,3glv
3gm8A04,2,60,40,10,78,3gm8
3gm8A05,2,60,40,10,110,3gm8
3gmfA02,1,10,40,110,103,3gmf
3gmgA00,3,30,70,1880,143,3gmg
3gn3A00,3,40,30,10,179,3gn3
3go6A00,3,40,1190,20,287,3go6
3goeA00,3,10,20,90,80,3goe
3gqcC04,3,30,1490,100,120,3gqc
3gs3A00,1,25,10,10,249,3gs3
3gtzA00,3,30,1330,40,115,3gtz
3gvdA02,2,160,10,10,129,3gvd
3gw6A02,1,20,5,1240,52,3gw6
3gw6F01,4,10,1090,10,93,3gw6
3gwlA00,1,20,120,310,106,3gwl
3gwyB00,3,90,79,10,133,3gwy
3gxvB00,1,10,860,10,123,3gxv
3gyrA02,2,60,40,420,204,3gyr
3gyxA02,3,90,700,10,131,3gyx
3gz5A01,3,90,79,10,123,3gz5
3gzaA02,2,60,120,260,97,3gza
3gzgA02,3,40,190,10,112,3gzg
3h0gA05,1,10,132,30,146,3h0g
3h0gE01,3,40,1340,10,134,3h0g
3h0gI02,2,20,25,10,67,3h0g
3h0gK00,3,30,1360,10,119,3h0g
3h20A01,3,30,1490,240,66,3h20
3h20A04,1,10,1240,50,89,3h20
3h33A00,3,90,10,10,72,3h33
3h6rA00,2,80,10,50,152,3h6r
3h6zA03,2,30,30,140,112,3h6z
3h7hB00,3,30,70,940,95,3h7h
3h7iA02,1,10,150,20,77,3h7i
3h7jA02,2,60,120,10,110,3h7j
3h7lB02,1,50,10,10,482,3h7l
3h86A00,3,40,50,300,191,3h86
3h90A02,3,30,70,1350,84,3h90
3h99A03,1,10,730,10,138,3h99
3ha4B00,1,20,58,690,120,3ha4
3hb3B02,1,10,287,90,81,3hb3
3hbvP01,3,40,390,10,138,3hbv
3hc7A02,1,10,10,1120,62,3hc7
3hg9A01,3,30,1300,90,77,3hg9
3hh0A01,1,10,1660,10,72,3hh0
3hhsA01,1,20,1370,10,145,3hhs
3hhwK02,1,10,3610,10,200,3hhw
3hhyA01,6,10,10,40,71,3hhy
3hi2B00,3,30,2310,40,97,3hi2
3hiaA00,2,10,270,10,66,3hia
3hinA02,1,10,12,10,55,3hin
3hjhA03,3,40,50,11140,97,3hjh
3hkzG00,2,40,50,140,113,3hkz
3hl8A03,1,20,1280,70,62,3hl8
3hn2A02,1,10,1040,10,128,3hn2
3ho7A02,3,40,190,10,102,3ho7
3hr0A01,1,10,287,1060,80,3hr0
3hr6A03,2,60,40,10,133,3hr6
3hrdC02,3,30,390,50,113,3hrd
3hrzA04,2,60,40,10,101,3hrz
3hrzB01,2,20,130,20,76,3hrz
3hrzB02,2,60,40,10,105,3hrz
3hshE00,3,40,1620,70,55,3hsh
3htxA01,3,30,160,20,76,3htx
3hueA01,2,60,200,20,114,3hue
3hugD00,1,10,10,1320,62,3hug
3hunA01,3,40,710,10,290,3hun
3hvnA04,2,60,40,1430,112,3hvn
3hwcA01,1,10,3140,10,147,3hwc
3hxlA02,2,60,40,4290,90,3hxl
3hy0A01,3,30,930,10,251,3hy0
3hzrA01,3,40,50,620,263,3hzr
3i01A03,3,40,50,2030,228,3i01
3i08A02,4,10,470,20,96,3i08
3i1cA00,2,120,10,30,314,3i1c
3i24B00,3,30,428,10,139,3i24
3i2dA01,2,60,120,780,155,3i2d
3i32A02,0,0,0,0,0,3i32
3i3lA02,3,30,390,160,125,3i3l
3i4hX01,3,30,70,1890,128,3i4h
3i5pA03,1,20,120,1880,244,3i5p
3i5qA02,1,10,167,20,81,3i5q
3i5xA02,3,40,50,300,260,3i5x
3i6sA03,3,50,30,30,130,3i6s
3i6vA02,3,40,190,10,84,3i6v
3i83A01,3,40,50,720,177,3i83
3i96A00,3,30,70,1710,109,3i96
3i9hE00,2,60,20,10,88,3i9h
3i9v104,1,20,1440,230,103,3i9v
3i9v700,3,30,920,80,127,3i9v
3ibyB01,3,40,50,300,171,3iby
3ideA02,2,60,120,660,143,3ide
3idwA00,1,10,150,50,66,3idw
3ie4A00,2,60,40,2140,101,3ie4
3ieyB00,3,40,1350,150,152,3iey
3if8B02,1,20,58,730,100,3if8
3ifcA02,3,40,190,80,135,3ifc
3ifuA02,3,90,70,60,116,3ifu
3ig5A03,1,10,150,710,84,3ig5
3ig9A00,3,90,930,20,75,3ig9
3igfA02,2,60,40,790,74,3igf
3ihgA03,3,40,30,120,142,3ihg
3ihjA03,3,40,640,10,246,3ihj
3iiiA02,1,10,3020,20,52,3iii
3ijpA02,3,30,360,10,108,3ijp
3ik4A02,3,20,20,120,241,3ik4
3ikoC02,1,10,3450,20,149,3iko
3innA02,3,30,1300,10,101,3inn
3ip4B03,1,10,10,410,65,3ip4
3ipfA01,2,60,40,2000,58,3ipf
3iraA00,3,40,30,10,172,3ira
3irbA02,2,40,50,140,68,3irb
3ispA01,1,10,10,10,83,3isp
3ispA02,3,40,190,290,205,3isp
3it4B01,3,30,2330,10,79,3it4
3it8D01,3,30,500,10,180,3it8
3itlD00,3,20,20,150,419,3itl
3ivfA01,3,10,20,90,83,3ivf
3iwcB00,3,30,360,110,61,3iwc
3iylW04,3,40,50,150,233,3iyl
3j27A05,1,20,1280,260,100,3j27
3j4uH00,2,60,120,1110,140,3j4u
3j7aF02,2,40,50,740,51,3j7a
3j7aG01,3,30,160,20,112,3j7a
3j7aN00,3,30,70,600,98,3j7a
3j7aO00,1,10,10,10,79,3j7a
3j7ye00,3,90,79,10,134,3j7y
3j7yg00,3,30,780,10,129,3j7y
3jamD01,3,30,300,20,90,3jam
3jamY00,3,30,70,3370,134,3jam
3jamb00,2,20,25,100,81,3jam
3jb9H00,2,30,30,100,76,3jb9
3jb9Z00,2,30,30,100,80,3jb9
3jc2200,1,20,5,820,62,3jc2
3jc6201,3,30,1640,10,102,3jc6
3jciA00,2,60,120,950,190,3jci
3jqwC00,2,60,120,380,121,3jqw
3jr1A02,3,90,1200,10,197,3jr1
3js8A03,3,40,462,10,274,3js8
3js8A04,1,10,45,10,50,3js8
3jtnB00,3,30,70,1950,90,3jtn
3ju2A00,3,20,20,150,275,3ju2
3juuA00,2,60,120,200,268,3juu
3jvvA01,3,30,450,90,100,3jvv
3jysA03,1,10,3780,10,76,3jys
3k06B00,1,10,287,70,95,3k06
3k1aA02,3,40,50,1980,143,3k1a
3k1dA01,0,0,0,0,0,3k1d
3k1dA02,3,20,20,80,396,3k1d
3k1hA00,3,30,1120,180,115,3k1h
3k1rA01,1,20,1160,20,81,3k1r
3k1rB00,1,10,150,50,74,3k1r
3k2yA00,3,30,70,2330,103,3k2y
3k30A03,3,50,50,60,133,3k30
3k3oA02,1,20,58,1360,84,3k3o
3k3wB02,2,30,120,10,73,3k3w
3k59A02,3,30,70,2250,67,3k59
3k5pA03,3,30,70,260,83,3k5p
3k6jA01,3,40,50,720,225,3k6j
3k6sA05,2,60,40,1530,181,3k6s
3k6sC02,2,60,40,1460,153,3k6s
3k6sD04,2,170,300,10,133,3k6s
3k6sD05,2,10,25,10,57,3k6s
3k6yA01,2,40,10,10,92,3k6y
3k6yA02,2,40,10,10,107,3k6y
3k7dA01,1,20,120,1510,113,3k7d
3k7dA02,3,30,460,10,250,3k7d
3k7dA03,1,20,120,330,134,3k7d
3k7gB00,3,30,1380,10,157,3k7g
3k8kA04,2,60,40,10,116,3k8k
3kdrA03,3,30,1120,70,50,3kdr
3keoA01,1,10,10,10,72,3keo
3kewA01,2,40,30,130,84,3kew
3keyA01,1,10,10,1080,87,3key
3kf3A02,2,60,120,560,177,3kf3
3kflA03,1,10,730,10,175,3kfl
3khbB00,2,60,120,590,206,3khb
3kifD00,2,20,25,650,91,3kif
3kihC02,0,0,0,0,0,3kih
3kiqy00,3,30,2310,20,94,3kiq
3kjhA00,3,40,50,300,254,3kjh
3kljA03,3,30,390,30,83,3klj
3klqA01,2,60,40,3050,119,3klq
3kltB00,1,20,5,500,71,3klt
3klyD00,1,20,1080,10,252,3kly
3km5A00,2,60,120,200,179,3km5
3knqA02,3,90,450,1,101,3knq
3kp1E02,1,10,8,1000,70,3kp1
3kphA02,1,10,10,530,88,3kph
3kr9A01,3,40,50,150,161,3kr9
3kraC00,1,10,600,10,271,3kra
3kvdD01,2,60,40,1980,126,3kvd
3kvnA01,3,40,50,1110,319,3kvn
3kvnA02,2,40,128,130,308,3kvn
3kxeC01,6,10,10,120,69,3kxe
3kxyT00,6,20,290,10,65,3kxy
3kygA01,2,30,110,10,116,3kyg
3kyhC01,3,30,470,30,240,3kyh
3kyqA02,1,20,5,110,52,3kyq
3kz3A00,1,10,260,40,80,3kz3
3kzjA02,2,10,70,10,65,3kzj
3kzxA02,1,10,150,730,62,3kzx
3l1xA01,3,30,40,10,72,3l1x
3l2bA02,3,40,1390,20,116,3l2b
3l2pA03,3,30,470,30,120,3l2p
3l39A01,1,20,58,220,200,3l39
3l41A01,3,40,50,10190,101,3l41
3l4gC03,1,10,10,2330,53,3l4g
3l5kA02,1,10,150,240,68,3l5k
3l6aA01,1,25,40,180,190,3l6a
3l6gA02,3,40,190,100,99,3l6g
3l7iA02,3,40,50,12580,183,3l7i
3l8iA01,1,10,12,70,54,3l8i
3l9tA02,1,25,40,290,118,3l9t
3l9zA01,2,60,260,20,75,3l9z
3laqU01,2,10,60,10,81,3laq
3layF00,1,20,120,1490,78,3lay
3lb9A00,2,60,120,180,182,3lb9
3lcnB00,1,10,340,40,97,3lcn
3lcrB00,3,40,50,1820,278,3lcr
3lcuA01,1,10,8,10,57,3lcu
3ldhA02,3,90,110,10,167,3ldh
3lf7A01,2,115,10,20,422,3lf7
3lgdA00,3,20,20,140,482,3lgd
3lhtA00,3,20,20,70,218,3lht
3libA02,3,30,450,20,138,3lib
3lidA03,3,30,450,20,96,3lid
3liyA00,2,40,70,10,116,3liy
3lkxB00,2,20,70,30,54,3lkx
3lmmC04,1,10,10,2340,87,3lmm
3lmoA00,1,10,1200,10,94,3lmo
3lnnB03,1,10,287,470,67,3lnn
3loyA02,3,10,450,40,114,3loy
3lppA02,2,60,40,1760,237,3lpp
3lppA04,2,60,40,1180,99,3lpp
3lq6A02,2,40,30,120,114,3lq6
3lrkA02,2,60,40,1180,147,3lrk
3lrmA01,3,20,20,70,287,3lrm
3ls9A02,3,20,20,140,324,3ls9
3lszA01,3,40,30,10,92,3lsz
3ltlB01,1,10,220,20,73,3ltl
3luyA02,3,40,190,10,74,3luy
3lxuX04,2,60,40,3170,132,3lxu
3ly7A01,3,40,50,11830,161,3ly7
3ly7A02,1,25,40,10,161,3ly7
3m03B00,1,10,472,10,95,3m03
3m0eA01,3,40,50,300,173,3m0e
3m0fB02,1,20,1050,10,123,3m0f
3m1cA01,3,10,360,40,52,3m1c
3m20A00,3,30,429,10,59,3m20
3m4xA03,2,30,130,60,57,3m4x
3m4yA01,2,30,30,650,50,3m4y
3m65A01,2,30,130,40,112,3m65
3m6aA03,1,10,8,60,86,3m6a
3m6wA03,2,30,130,60,67,3m6w
3m7gA03,0,0,0,0,0,3m7g
3m7nA01,2,40,50,100,52,3m7n
3m8uA02,3,90,76,10,169,3m8u
3m9bA03,2,40,50,140,82,3m9b
3m9gA03,3,30,10,20,67,3m9g
3ma5A00,1,25,40,10,90,3ma5
3majA02,1,10,10,10,60,3maj
3mc9A01,3,10,20,310,79,3mc9
3mcaB02,3,30,420,60,133,3mca
3mcbB00,2,20,70,30,58,3mcb
3mcrA00,3,30,460,80,154,3mcr
3meuB02,2,30,30,140,74,3meu
3mg3A01,1,10,2090,10,147,3mg3
3mhsB00,1,10,246,140,91,3mhs
3mk7A00,1,20,210,10,466,3mk7
3mk7B02,1,10,760,10,162,3mk7
3mk7C01,6,10,280,130,94,3mk7
3mk7C03,1,10,760,10,91,3mk7
3mkrA00,1,25,40,10,291,3mkr
3ml1A04,2,40,40,20,125,3ml1
3ml3A00,0,0,0,0,0,3ml3
3ml6A01,1,10,10,10,90,3ml6
3mn8B02,2,60,40,1120,83,3mn8
3mopK00,1,10,533,10,93,3mop
3mplA02,3,40,190,10,95,3mpl
3mq2A00,3,40,50,150,215,3mq2
3mtvA01,2,30,31,30,80,3mtv
3mudB02,1,20,5,370,53,3mud
3mvdK00,2,130,10,30,391,3mvd
3mwnA00,1,10,490,20,133,3mwn
3mx7A00,2,40,128,180,90,3mx7
3mxnB00,2,40,50,140,131,3mxn
3mzkB03,1,20,58,940,70,3mzk
3mzwA03,3,80,20,20,168,3mzw
3n05A03,1,10,10,1510,76,3n05
3n2oA03,1,20,58,930,96,3n2o
3n40P03,2,60,40,4310,55,3n40
3n40P04,2,60,40,2400,73,3n40
3n4jA00,3,40,1280,10,161,3n4j
3n6rA03,3,30,700,30,133,3n6r
3n6rA04,2,40,50,100,69,3n6r
3n75A04,3,90,100,10,117,3n75
3n7mA02,2,80,10,50,188,3n7m
3n90A00,2,160,20,80,145,3n90
3n93B04,4,10,1240,10,68,3n93
3n9kA00,3,20,20,80,394,3n9k
3nb0A03,6,10,260,10,90,3nb0
3nb2A04,1,10,4140,10,177,3nb2
3nbxX02,0,0,0,0,0,3nbx
3ncxA02,3,10,100,10,93,3ncx
3ngkA00,3,30,70,1710,89,3ngk
3nhiA01,1,10,238,20,149,3nhi
